timestamp,user_id,session_id,task_index,skill,task_id,difficulty_before,difficulty_after,delta,answer_type,question,answer,user_answer,is_correct,time_taken,expected_time,p_correct
2026-01-24T16:09:44.956339,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,12,logical,LOG-IMP-28-9-7,28,30,2,yesno,"F is True.
E is True.
If A is True, then G is True.
If H is True, then A is True.
If F is True, then C is True.
If E is True, then A is True.
If C is True, then B is True.
If E is True, then D is True.
If C is True, then F is True.
Is C True?",yes,yes,TRUE,11.10694075,13.86040747,0.468688592
2026-01-24T16:10:00.228170,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,13,pattern,PAT-MIXED-30-4-12-12,30,33,3,integer,"12, 36, 43, 55, 65, 195, 202, 214, 224, 672, 679, ?",691,691,TRUE,15.26625776,24.84878722,0.44616046
2026-01-24T16:10:07.611825,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,14,logical,LOG-IMP-33-8-7,33,36,3,yesno,"H is True.
If C is True, then E is True.
If A is True, then H is True.
If D is True, then H is True.
If C is True, then G is True.
If H is True, then B is True.
If C is True, then H is True.
If E is True, then D is True.
Is B True?",yes,yes,TRUE,7.377775669,14.87403213,0.507741332
2026-01-24T16:10:11.117443,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,15,numerical,NUM-NEARBOUNDARY-36,36,39,3,integer,What is 2028 - 2013?,15,15,TRUE,3.500000715,10.38898763,0.540929515
2026-01-24T16:10:17.003894,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,16,numerical,NUM-DIV-39,39,42,3,integer,What is 1920 divided by 120?,16,16,TRUE,5.880720377,16.64825298,0.42432347
2026-01-24T16:10:41.738761,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,17,numerical,NUM-RATIOSCALING-42,42,43,1,integer,"10 -> 130, 7 -> ?",91,91,TRUE,24.72927213,9.410806677,0.779056918
2026-01-24T16:10:59.587078,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,18,pattern,PAT-MP-43-7-3,43,45,2,integer,"26, 78, 234, 702, 2106, 6318, 18954, ?",56862,56862,TRUE,17.84305286,17.9151115,0.883545117
2026-01-24T16:11:19.770438,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,19,pattern,PAT-MIXED-45-3-14-12,45,47,2,integer,"13, 26, 78, 85, 170, 510, 517, 1034, 3102, 3109, 6218, 18654, 18661, ?",37322,37322,TRUE,20.17761803,27.88966121,0.56289909
2026-01-24T16:11:38.156377,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,20,pattern,PAT-MP-47-7-3,47,49,2,integer,"26, 78, 234, 702, 2106, 6318, 18954, ?",56862,56862,TRUE,18.37970114,18.72601123,0.895812639
2026-01-24T16:11:43.465497,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,21,numerical,NUM-RATIOSCALING-49,49,52,3,integer,"6 -> 54, 9 -> ?",81,81,TRUE,5.304059029,10.82988121,0.814437743
2026-01-24T16:11:48.275689,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,22,numerical,NUM-RATIOSCALING-52,52,55,3,integer,"2 -> 24, 9 -> ?",108,108,TRUE,4.80499959,11.43805601,0.828201481
2026-01-24T16:11:50.801848,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,23,numerical,NUM-RATIO-INVERSE-55,55,58,3,integer,"50 -> 5, 70 -> ?",7,7,TRUE,2.520988703,11.56903661,0.945189425
2026-01-24T16:11:57.379138,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,24,logical,LOG-IMP-58-8-6,58,61,3,yesno,"F is True.
If A is True, then H is True.
If C is True, then G is True.
If C is True, then B is True.
If B is True, then F is True.
If A is True, then E is True.
If F is True, then A is True.
Is E True?",yes,yes,TRUE,6.571818352,19.94215546,0.692717665
2026-01-24T16:12:07.018221,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,25,logical,LOG-IMP-61-8-8,61,64,3,yesno,"A is True.
If E is True, then F is True.
If A is True, then B is True.
If D is True, then C is True.
If D is True, then G is True.
If F is True, then G is True.
If A is True, then F is True.
If F is True, then D is True.
If F is True, then A is True.
Is C True?",yes,yes,TRUE,9.633270025,20.55033026,0.712320728
2026-01-24T16:12:18.170853,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,26,numerical,NUM-NEARBOUNDARY-64,64,67,3,integer,What is 2030 - 1023?,1007,1007,TRUE,11.14766502,16.06528576,0.738811312
2026-01-24T16:12:26.657538,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,27,pattern,PAT-AP-67-12-30,67,70,3,integer,"34, 45, 56, 67, 78, 89, 100, 111, 122, 133, 144, 155, ?",166,166,TRUE,8.481422424,18.1615482,0.834132149
2026-01-24T16:12:42.090541,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,28,numerical,NUM-NEARBOUNDARY-70,70,72,2,integer,What is 1985 + 1991?,3976,3976,TRUE,15.42746162,17.28163536,0.773372396
2026-01-24T16:13:09.545296,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,29,pattern,PAT-MIXED-72-4-13-12,72,74,2,integer,"1, 12, 19, 23, 31, 42, 49, 53, 61, 72, 79, 83, ?",91,91,TRUE,27.44888258,33.36323441,0.749767942
2026-01-24T16:13:17.659058,test_user,33475bc5-3546-4c2b-bc93-679dfb9afe88,30,numerical,NUM-DIV-74,74,77,3,integer,What is 21600 divided by 1200?,18,18,TRUE,8.108435631,23.74362564,0.687743923
2026-01-24T16:47:06.959559,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,0,logical,LOG-COMP-0-3,0,3,3,yesno,C is taller than A. A is taller than B. Is C taller than B?,yes,YES,1,5.223731995,15.31717765,0.674808214
2026-01-24T16:47:12.832860,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,1,logical,LOG-COMP-3-3,3,6,3,yesno,B is heavier than C. C is heavier than A. Is B heavier than A?,yes,yes,1,5.866415739,15.92535245,0.695050842
2026-01-24T16:47:17.664696,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,2,numerical,NUM-RATIO-INVERSE-6,6,7,1,integer,"21 -> 7, 30 -> ?",10,10,1,4.825302124,1.635514891,0.788349014
2026-01-24T16:47:20.991717,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,3,numerical,NUM-DIV-7,7,11,4,integer,What is 16500 divided by 1500?,11,11,1,3.321434259,10.16105513,0.213179411
2026-01-24T16:47:27.784062,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,4,logical,LOG-BOOL-11-3-2,11,14,3,boolean,"A is True.
B is True.
C is True.
What is: ((C OR (NOT A)) OR A)?",TRUE,t,1,6.786267996,11.07388294,0.427834923
2026-01-24T16:47:30.895214,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,5,numerical,NUM-RATIOSCALING-14,14,16,2,integer,"5 -> 35, 3 -> ?",21,21,1,3.105327129,3.734508552,0.594949491
2026-01-24T16:47:36.287556,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,6,logical,LOG-CONSTRAINT-16-6-4,16,19,3,yesno,"F is left of C.
B is left of C.
D is left of A.
C is left of D.
Is F left of A?",yes,yes,1,5.386675596,10.45228052,0.686104999
2026-01-24T16:47:41.246785,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,7,pattern,PAT-AP-19-6-15,19,22,3,integer,"-32, -20, -8, 4, 16, 28, ?",40,40,1,4.953048944,8.43075141,0.528463201
2026-01-24T16:47:56.304099,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,8,numerical,NUM-NEARBOUNDARY-22,22,23,1,integer,What is 1001 - 477?,524,524,1,15.0517242,7.550838571,0.431981335
2026-01-24T16:48:06.048877,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,9,logical,LOG-CONSTRAINT-23-7-5,23,25,2,yesno,"C is left of D.
B is left of D.
B is left of G.
C is left of A.
A is left of B.
Is A left of D?",yes,yes,1,9.739239931,11.87135505,0.73123563
2026-01-24T16:48:14.544048,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,10,logical,LOG-CONSTRAINT-25-9-7,25,28,3,yesno,"A is faster than F.
I is faster than F.
G is faster than C.
H is faster than E.
D is faster than F.
B is faster than E.
A is faster than I.
Is E faster than B?",no,no,1,8.486724615,12.27680492,0.74334962
2026-01-24T16:48:47.150452,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,11,pattern,PAT-MP-28-8-3,28,25,-3,integer,"10, 30, 90, 270, 810, 2430, 7290, 21870, ?",65610,65510,0,32.60071683,14.87423751,0.825966412
2026-01-24T16:49:00.623906,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,12,pattern,PAT-MP-25-7-3,25,27,2,integer,"21, 63, 189, 567, 1701, 5103, 15309, ?",45927,45927,1,13.46759963,14.26606271,0.812064243
2026-01-24T16:49:10.600083,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,13,logical,LOG-BOOL-27-4-5,27,26,-1,boolean,"A is False.
B is False.
C is False.
D is False.
What is: (((((B OR A) AND B) AND B) OR (NOT D)) OR (NOT D))?",TRUE,f,0,9.970596075,14.31748186,0.552238185
2026-01-24T16:49:30.999604,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,14,pattern,PAT-AP-26-12-30,26,27,1,integer,"-38, -14, 10, 34, 58, 82, 106, 130, 154, 178, 202, 226, ?",250,250,1,20.39403081,9.849825941,0.58246594
2026-01-24T16:49:37.760642,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,15,numerical,NUM-NEARBOUNDARY-27,27,29,2,integer,What is 2041 + 2004?,4045,4045,1,6.755058527,8.564463237,0.470685071
2026-01-24T16:49:52.390865,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,16,pattern,PAT-MP-29-7-3,29,31,2,integer,"17, 51, 153, 459, 1377, 4131, 12393, ?",37179,37179,1,14.6238122,15.07696244,0.830416408
2026-01-24T16:49:56.263070,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,17,numerical,NUM-RATIO-INVERSE-31,31,34,3,integer,"39 -> 3, 52 -> ?",4,4,1,3.866782427,6.703638217,0.890600535
2026-01-24T16:50:04.701835,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,18,numerical,NUM-NEARBOUNDARY-34,34,36,2,integer,What is 2017 - 1009?,1008,1008,1,8.432931662,9.983537768,0.525361767
2026-01-24T16:50:17.614787,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,19,logical,LOG-COMP-36-20,36,39,3,yesno,H is taller than F. D is taller than I. C is taller than T. I is taller than H. J is taller than G. F is taller than T. I is taller than F. B is taller than Q. K is taller than P. T is taller than L. Is F taller than L?,yes,yes,1,12.90730476,22.61527524,0.864822052
2026-01-24T16:50:25.751738,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,20,numerical,NUM-RATIOSCALING-39,39,41,2,integer,"4 -> 52, 8 -> ?",104,104,1,8.130541563,8.802631878,0.762485073
2026-01-24T16:50:33.373273,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,21,numerical,NUM-NEARBOUNDARY-41,41,44,3,integer,What is 1954 - 1016?,938,938,1,7.616352558,11.4026123,0.579437028
2026-01-24T16:50:40.182726,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,22,pattern,PAT-AP-44-10-30,44,47,3,integer,"-20, -29, -38, -47, -56, -65, -74, -83, -92, -101, ?",-110,-110,1,6.804059505,13.49887474,0.71009876
2026-01-24T16:50:54.103024,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,23,pattern,PAT-MP-47-7-3,47,49,2,integer,"18, 54, 162, 486, 1458, 4374, 13122, ?",39366,39366,1,13.91415906,18.72601123,0.895812639
2026-01-24T16:51:05.046202,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,24,logical,LOG-BOOL-49-6-5,49,52,3,boolean,"A is True.
B is True.
C is True.
D is False.
E is False.
F is True.
What is: (((((A OR (NOT C)) AND B) AND (NOT F)) AND (NOT F)) AND C)?",FALSE,f,1,10.93735909,18.77743039,0.710492917
2026-01-24T16:51:16.463286,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,25,numerical,NUM-NEARBOUNDARY-52,52,51,-1,integer,What is 979 + 1014?,1993,1983,0,11.41112709,13.63258656,0.660269037
2026-01-24T16:51:21.325635,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,26,logical,LOG-IMP-51-7-7,51,54,3,yesno,"A is True.
G is True.
If A is True, then D is True.
If A is True, then G is True.
If E is True, then F is True.
If E is True, then C is True.
If A is True, then C is True.
If B is True, then F is True.
If G is True, then B is True.
Is D True?",yes,yes,1,4.856355906,18.52308093,0.644265665
2026-01-24T16:51:29.269272,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,27,logical,LOG-BOOL-54-6-3,54,57,3,boolean,"A is False.
B is False.
C is True.
D is False.
E is False.
F is True.
What is: (NOT (((C OR (NOT C)) AND A) AND (NOT F)))?",TRUE,t,1,7.937844992,19.79105506,0.741572312
2026-01-24T16:51:31.838667,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,28,numerical,NUM-DIV-57,57,60,3,integer,What is 450 divided by 225?,2,2,1,2.563323975,20.29730178,0.564122283
2026-01-24T16:51:35.183135,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,29,numerical,NUM-DIV-60,60,63,3,integer,What is 6300 divided by 900?,7,7,1,3.338175774,20.90547658,0.587038449
2026-01-24T16:51:39.654917,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,30,numerical,NUM-DIV-63,63,66,3,integer,What is 7800 divided by 600?,13,13,1,4.465745687,21.51365138,0.609583628
2026-01-24T16:51:46.036664,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,31,pattern,PAT-CP-66-8-16,66,69,3,integer,"18, 4, 2, 8, 6, 15, 13, 18, 18, 4, 2, 8, 6, 15, 13, 18, ?",18,18,1,6.376021862,15.28145806,0.807093668
2026-01-24T16:51:52.085703,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,32,numerical,NUM-DIV-69,69,72,3,integer,What is 2750 divided by 250?,11,11,1,6.043658257,22.73000097,0.653218188
2026-01-24T16:52:00.477970,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,33,logical,LOG-BOOL-72-4-3,72,75,3,boolean,"A is True.
B is False.
C is True.
D is False.
What is: (((C OR (NOT A)) AND B) AND B)?",FALSE,f,1,8.386679173,23.44010385,0.834396995
2026-01-24T16:52:09.613682,test_user,204f3826-89a5-4e67-80c0-2fee2e34bdb3,34,logical,LOG-COMP-75-18,75,78,3,yesno,C is faster than L. Q is faster than A. J is faster than P. A is faster than J. B is faster than E. M is faster than A. O is faster than H. J is faster than C. A is faster than R. Is R faster than M?,no,no,1,9.128770828,30.52154763,0.955878202
2026-01-24T17:15:46.560915,test_user,1bdecece-f91e-4dec-85f1-79e222798634,0,pattern,PAT-MIXED-0-2-4-3,0,4,4,integer,"11, 22, 25, ?",50,50,1,5.612575293,21.20390484,0.271980265
2026-01-24T17:15:52.968189,test_user,1bdecece-f91e-4dec-85f1-79e222798634,1,logical,LOG-BOOL-4-2-1,4,8,4,boolean,"A is True.
B is True.
What is: (B AND A)?",TRUE,t,1,6.395838022,10.21436755,0.292519054
2026-01-24T17:16:06.951864,test_user,1bdecece-f91e-4dec-85f1-79e222798634,2,logical,LOG-COMP-8-5,8,10,2,yesno,E is older than C. D is older than E. Is C older than D?,no,no,1,13.97726822,16.02310984,0.766810257
2026-01-24T17:16:37.551845,test_user,1bdecece-f91e-4dec-85f1-79e222798634,3,pattern,PAT-MIXED-10-3-6-6,10,12,2,integer,"15, 60, 180, 1080, 4320, ?",12960,12960,1,30.59460711,22.87541244,0.324391996
2026-01-24T17:16:45.080285,test_user,1bdecece-f91e-4dec-85f1-79e222798634,4,logical,LOG-IMP-12-5-3,12,15,3,yesno,"A is True.
If A is True, then C is True.
If B is True, then D is True.
If A is True, then D is True.
Is C True?",yes,yes,1,7.522040844,9.533239198,0.373158974
2026-01-24T17:16:53.753050,test_user,1bdecece-f91e-4dec-85f1-79e222798634,5,logical,LOG-CONSTRAINT-15-6-5,15,18,3,yesno,"E is faster than F.
D is faster than A.
D is faster than E.
F is faster than B.
F is faster than A.
Is E faster than A?",yes,yes,1,8.66708827,13.85010588,0.814946749
2026-01-24T17:17:01.671355,test_user,1bdecece-f91e-4dec-85f1-79e222798634,6,logical,LOG-BOOL-18-3-3,18,22,4,boolean,"A is False.
B is False.
C is True.
What is: (((A OR C) OR C) AND (NOT B))?",TRUE,t,1,7.912899971,12.55447819,0.370081471
2026-01-24T17:17:50.463082,test_user,1bdecece-f91e-4dec-85f1-79e222798634,7,numerical,NUM-SQUARE-22,22,24,2,integer,What is 17^2?,289,289,1,48.78640866,12.70150563,0.375400596
2026-01-24T17:17:58.719480,test_user,1bdecece-f91e-4dec-85f1-79e222798634,8,logical,LOG-BOOL-24-5-4,24,27,3,boolean,"A is False.
B is True.
C is True.
D is False.
E is True.
What is: (NOT ((((E OR E) AND C) OR A) OR D))?",FALSE,f,1,8.25104022,13.55738275,0.40581234
2026-01-24T17:18:03.591700,test_user,1bdecece-f91e-4dec-85f1-79e222798634,9,pattern,PAT-CP-27-6-15,27,30,3,integer,"3, 1, 1, 7, 11, 7, 3, 1, 1, 7, 11, 7, 3, 1, 1, ?",7,7,1,4.866693974,8.066679377,0.637707542
2026-01-24T17:18:12.144533,test_user,1bdecece-f91e-4dec-85f1-79e222798634,10,numerical,NUM-NEARBOUNDARY-30,30,32,2,integer,What is 2037 + 2016?,4053,4053,1,8.547440767,8.197239791,0.42068946
2026-01-24T17:18:25.000112,test_user,1bdecece-f91e-4dec-85f1-79e222798634,11,logical,LOG-IMP-32-8-7,32,34,2,yesno,"C is True.
B is True.
If E is True, then F is True.
If E is True, then D is True.
If G is True, then F is True.
If B is True, then C is True.
If C is True, then G is True.
If H is True, then C is True.
If A is True, then G is True.
Is G True?",yes,yes,1,12.84992433,12.87625439,0.495797125
